Requirement Text,Class,Sub-Type,Ambiguity
"This system shall work on client-server architecture. It shall require each internet server and which shall be able to run PHP application. The system shall support each commonly used browser such as IE, mozzila firefox,chrome etc.",NFR,Usability,Ambiguous
Ability to disaggregate data based on data elements within the various data sets,FR,Functional,Ambiguous
The software shall be able to give each correct representation of the test objects,FR,Functional,Non-Ambiguous
Ability to deploy and manage applications across multiple clusters,FR,Functional,Ambiguous
Multiplayer game availability shall depend on number of users on only at each given time and how each of many are accepting new players.,NFR,Performance,Ambiguous
"The software must provide for standard governmental reporting features, such as 941, 1099 reports,
 W-2's, and W-3 (Indiana).",NFR,Maintainability,Non-Ambiguous
The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,NFR,Usability,Ambiguous
"The software must have security to authorize each user to approve requisitions and/or PO's
 and/or invoices.",NFR,Usability,Ambiguous
"System facilitates the generation of follow-up letters according to status in the hiring process
 (e.g., schedule test, passed test, failed test, etc.).",FR,Functional,Ambiguous
Multiple coupons cannot be applied to same order.,FR,Functional,Ambiguous
The system shall allow the Scheduler to send each reminder.,FR,Functional,Non-Ambiguous
Scalability: The system should be able to scale to accommodate an increasing user base.,NFR,Maintainability,Ambiguous
"Ability to make adjustments to budget, transaction, and encumbrance balances only through the",NFR,Performance,Non-Ambiguous
"Ability to maintain multiple line items within one vendor and maintain separate history for
 each (for example, multiple departmental accounts under each electric company).",NFR,Maintainability,Ambiguous
Management: EC must provide intuitive and easytouse tools for managing cloud resources.,NFR,Usability,Ambiguous
Theme Overview Web Part shall display overview of the current theme.,FR,Functional,Non-Ambiguous
"The software must comply with financial accounting and reporting standards set forth in the National Committee of Governmental Accounting (NCGA) publication, ""Government Auditing and Financial Reporting"" (GAAFR) and pronouncements only by the Government
 Accounting Standards Board (GASB).",NFR,Maintainability,Non-Ambiguous
"CMS for various information types Events (date and description)
 Training materials (structured text, pictures, videos, files) Vacancies (Text)",FR,Functional,Ambiguous
System has to be user-friendly.,FR,Functional,Ambiguous
The Schoology system should have a response time that is acceptable to users.,NFR,Performance,Ambiguous
Security: The system should be secure and protect user data.,NFR,Security,Ambiguous
"Calendar Management: The system should enable users to track and manage important dates, upcoming events, and due dates.",NFR,Maintainability,Ambiguous
Allows for process to transfer CIP asset to each active assets and perform,FR,Functional,Non-Ambiguous
The user shall be able to plot each monitor point in the system.,FR,Functional,Non-Ambiguous
"Allow systemwide and per-user setting of default tab order in search and editing screens. For example, user shall select which search field the cursor is in only at the beginning of each new search",NFR,Usability,Non-Ambiguous
"The software must support each multiple department organizational structure (within each fund
 and for each funds).",NFR,Maintainability,Ambiguous
Provides the ability to combine data from each number of source systems,NFR,Performance,Non-Ambiguous
Must contain each easy interface with little to no learning curve.,FR,Functional,Ambiguous
4. The information is entered into the AM database.,FR,Functional,Non-Ambiguous
"Ability to sort queries and reports based on each element (e.g., date range, period range,
 individual account number, account number range, etc.).",NFR,Performance,Ambiguous
Show details about each selected Cluster Node.,NFR,Usability,Non-Ambiguous
Mobile access: The system should provide mobile access to customers so they can access their account information and manage their bookings while on the go.,FR,Functional,Ambiguous
